CollectionName,SessionId,TestId,Timestamp,RFBand,MOS,RSRP Rx,SINR Rx,RSRQ Rx,DataType
SYNTHETIC_5G_VOICE_2026,1011,204,2026-06-15 10:10:15,n28,3.304,-175.0,4.83,-16.14,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,205,2026-06-15 10:10:20,n28,2.806,-110.37,-3.38,-17.67,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,206,2026-06-15 10:10:25,n28,3.682,-100.34,8.22,-16.19,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,207,2026-06-15 10:10:30,n28,2.939,-116.7,-9.15,-18.01,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,208,2026-06-15 10:10:35,n28,3.725,-96.38,7.93,-17.89,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,209,2026-06-15 10:10:40,n28,3.372,-101.78,5.66,-16.88,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,210,2026-06-15 10:10:45,n28,3.504,-88.11,8.97,-10.99,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,211,2026-06-15 10:10:50,n28,3.874,-101.78,10.61,-14.05,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,212,2026-06-15 10:10:55,n28,2.942,-109.85,1.97,-18.31,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,213,2026-06-15 10:11:00,n28,3.759,-98.17,5.28,-16.04,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,214,2026-06-15 10:11:05,n28,3.785,-94.96,8.83,-15.22,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,215,2026-06-15 10:11:10,n28,3.486,-101.47,7.94,-15.65,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,216,2026-06-15 10:11:15,n28,2.75,-115.5,-4.08,-19.36,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,217,2026-06-15 10:11:20,n28,3.913,-96.19,6.78,-18.72,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,218,2026-06-15 10:11:25,n28,2.889,-110.01,-0.11,-18.45,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,219,2026-06-15 10:11:30,n28,3.603,-102.76,6.31,-15.56,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1011,220,2026-06-15 10:11:35,n28,3.558,-106.72,-1.18,-19.1,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,221,2026-06-15 10:17:00,n28,2.855,-109.22,-0.3,-13.7,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,222,2026-06-15 10:17:05,n28,3.0,-100.59,9.2,-16.27,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,223,2026-06-15 10:17:10,n28,3.74,-82.85,16.67,-16.07,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,224,2026-06-15 10:17:15,n28,2.915,-101.42,6.17,-16.42,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,225,2026-06-15 10:17:20,n28,2.609,-104.42,7.79,-16.62,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,226,2026-06-15 10:17:25,n28,3.657,-97.59,9.29,-14.53,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,227,2026-06-15 10:17:30,n28,3.325,-101.73,11.27,-17.3,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,228,2026-06-15 10:17:35,n28,3.253,-99.87,6.0,-17.68,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,229,2026-06-15 10:17:40,n28,2.818,-112.56,1.37,-15.62,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,230,2026-06-15 10:17:45,n28,3.636,-92.81,11.37,-15.23,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,231,2026-06-15 10:17:50,n28,3.006,-100.5,7.59,-16.15,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,232,2026-06-15 10:17:55,n28,2.492,-102.87,2.4,-15.53,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,233,2026-06-15 10:18:00,n28,,-98.39,7.62,-12.32,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,234,2026-06-15 10:18:05,n28,2.453,-109.86,0.46,-17.86,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,235,2026-06-15 10:18:10,n28,3.102,-92.53,11.75,-14.64,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,236,2026-06-15 10:18:15,n28,3.112,-96.8,8.5,-15.26,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,237,2026-06-15 10:18:20,n28,3.114,-108.44,2.63,-17.6,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,238,2026-06-15 10:18:25,n28,3.742,-95.0,13.43,-13.55,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,239,2026-06-15 10:18:30,n28,2.539,-108.01,7.52,-14.84,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1012,240,2026-06-15 10:18:35,n28,3.084,-96.59,10.96,-17.83,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,241,2026-06-15 10:24:00,n28,3.953,-86.87,8.97,-15.78,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,242,2026-06-15 10:24:05,n28,2.694,-109.26,-1.49,-18.72,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,243,2026-06-15 10:24:10,n28,2.948,-111.98,1.97,-16.63,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,244,2026-06-15 10:24:15,n28,2.488,-97.44,12.41,-14.57,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,245,2026-06-15 10:24:20,n28,4.403,-91.34,17.67,-12.74,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,246,2026-06-15 10:24:25,n28,3.292,-109.27,-1.28,-17.23,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,247,2026-06-15 10:24:30,n28,2.864,-117.46,0.13,-19.77,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,248,2026-06-15 10:24:35,n28,4.222,-91.3,13.41,-14.79,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,249,2026-06-15 10:24:40,n28,3.378,-104.62,3.13,-16.97,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,250,2026-06-15 10:24:45,n28,3.732,-90.88,10.38,-15.77,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,251,2026-06-15 10:24:50,n28,3.835,-95.03,7.81,-14.14,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,252,2026-06-15 10:24:55,n28,3.202,-111.9,5.31,-15.11,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,253,2026-06-15 10:25:00,n28,4.119,-86.68,19.84,-15.85,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,254,2026-06-15 10:25:05,n28,3.723,-90.27,7.64,-12.52,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,255,2026-06-15 10:25:10,n28,3.021,-108.04,5.87,-17.0,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,256,2026-06-15 10:25:15,n28,3.888,-89.47,,-18.49,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,257,2026-06-15 10:25:20,n28,2.871,-112.9,-1.25,-19.14,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,258,2026-06-15 10:25:25,n28,3.701,-93.84,12.44,-11.24,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,259,2026-06-15 10:25:30,n28,4.245,-99.48,13.23,-13.59,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1013,260,2026-06-15 10:25:35,n28,3.708,-91.34,12.66,-15.54,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,261,2026-06-15 10:31:00,n28,3.176,-103.61,6.95,-14.82,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,262,2026-06-15 10:31:05,n28,4.236,-95.38,12.86,-17.35,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,263,2026-06-15 10:31:10,n28,3.171,-106.54,5.0,-16.62,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,264,2026-06-15 10:31:15,n28,3.801,-105.64,9.98,-18.87,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,265,2026-06-15 10:31:20,n28,4.555,-76.81,16.55,-15.87,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,266,2026-06-15 10:31:25,n28,2.341,-121.8,-5.27,-17.2,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,267,2026-06-15 10:31:30,n28,3.606,-100.0,12.08,-13.81,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,268,2026-06-15 10:31:35,n28,4.393,-90.6,7.24,-16.83,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,269,2026-06-15 10:31:40,n28,4.111,-96.03,8.55,-19.76,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,270,2026-06-15 10:31:45,n28,3.477,-107.52,4.49,-16.14,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,271,2026-06-15 10:31:50,n28,4.221,-97.55,19.06,-14.36,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,272,2026-06-15 10:31:55,n28,3.671,-93.45,6.98,-16.01,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,273,2026-06-15 10:32:00,n28,4.165,-93.7,6.45,-14.63,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,274,2026-06-15 10:32:05,n28,4.419,-96.55,9.34,-15.94,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,275,2026-06-15 10:32:10,n28,3.683,-101.48,2.85,-15.91,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,276,2026-06-15 10:32:15,n28,3.756,-91.53,12.89,-14.67,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,277,2026-06-15 10:32:20,n28,4.031,-90.52,10.01,-13.66,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,278,2026-06-15 10:32:25,n28,3.876,-94.42,13.06,-16.1,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,279,2026-06-15 10:32:30,n28,3.588,-101.84,5.38,-15.9,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1014,280,2026-06-15 10:32:35,n28,2.634,-125.33,-6.11,-20.19,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,281,2026-06-15 10:38:00,n28,2.63,-118.02,-1.88,-17.53,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,282,2026-06-15 10:38:05,n28,1.773,-107.59,-0.25,-19.65,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,283,2026-06-15 10:38:10,n28,3.05,-107.61,4.31,-17.7,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,284,2026-06-15 10:38:15,n28,3.237,-109.34,-1.31,-20.02,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,285,2026-06-15 10:38:20,n28,3.488,-94.32,10.2,-15.17,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,286,2026-06-15 10:38:25,n28,2.787,-97.64,-0.85,-18.15,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,287,2026-06-15 10:38:30,n28,3.341,-101.74,7.69,-14.63,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,288,2026-06-15 10:38:35,n28,3.071,-116.72,0.98,-16.18,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,289,2026-06-15 10:38:40,n28,2.33,-108.97,-3.7,-15.17,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,290,2026-06-15 10:38:45,n28,3.045,-99.76,1.91,-17.52,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,291,2026-06-15 10:38:50,n28,3.131,-103.41,7.49,-18.07,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,292,2026-06-15 10:38:55,n28,2.909,-96.87,7.62,-13.96,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,293,2026-06-15 10:39:00,n28,3.054,-94.18,16.76,-13.58,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,294,2026-06-15 10:39:05,n28,4.825,-75.89,27.75,-13.02,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,295,2026-06-15 10:39:10,n28,3.676,-94.5,11.88,-17.79,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,296,2026-06-15 10:39:15,n28,3.681,-101.38,6.95,-16.69,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,297,2026-06-15 10:39:20,n28,3.02,-93.95,7.58,-14.66,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,298,2026-06-15 10:39:25,n28,2.492,-107.86,-0.35,-15.49,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,299,2026-06-15 10:39:30,n28,3.395,-104.68,3.64,-17.89,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1015,300,2026-06-15 10:39:35,n28,3.473,-90.93,9.1,-14.44,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,301,2026-06-15 10:45:00,n28,3.71,-93.03,11.06,-13.8,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,302,2026-06-15 10:45:05,n28,3.544,-94.39,7.62,-14.65,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,303,2026-06-15 10:45:10,n28,2.385,-106.81,-1.67,-18.47,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,304,2026-06-15 10:45:15,n28,3.308,-87.12,10.25,-16.58,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,305,2026-06-15 10:45:20,n28,3.736,-97.25,5.26,-15.73,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,306,2026-06-15 10:45:25,n28,3.519,-99.51,7.04,-17.77,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,307,2026-06-15 10:45:30,n28,3.281,-111.09,0.33,-16.19,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,308,2026-06-15 10:45:35,n28,2.855,-102.02,2.62,-16.65,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,309,2026-06-15 10:45:40,n28,4.192,-87.99,12.95,-17.61,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,310,2026-06-15 10:45:45,n28,3.746,-89.34,9.18,-16.54,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,311,2026-06-15 10:45:50,n28,3.124,-117.03,1.53,-16.4,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,312,2026-06-15 10:45:55,n28,3.585,-96.17,11.92,-15.75,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,313,2026-06-15 10:46:00,n28,4.41,-87.01,10.46,-15.63,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,314,2026-06-15 10:46:05,n28,3.809,-94.9,12.08,-17.29,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,315,2026-06-15 10:46:10,n28,3.371,-95.41,9.22,-17.31,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,316,2026-06-15 10:46:15,n28,2.567,-93.99,7.18,-16.02,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,317,2026-06-15 10:46:20,n28,2.818,-110.93,-0.34,-17.37,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,318,2026-06-15 10:46:25,n28,3.895,-111.94,1.35,-18.31,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,319,2026-06-15 10:46:30,n28,2.781,-95.65,5.18,-16.76,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1016,320,2026-06-15 10:46:35,n28,3.249,-105.71,4.74,-17.8,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,321,2026-06-15 10:52:00,n28,2.637,-116.8,0.44,-17.56,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,322,2026-06-15 10:52:05,n28,3.703,-92.07,9.16,-15.57,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,323,2026-06-15 10:52:10,n28,3.522,-96.16,6.19,-14.82,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,324,2026-06-15 10:52:15,n28,3.871,-82.98,14.39,-12.94,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,325,2026-06-15 10:52:20,n28,3.839,-86.68,10.68,-15.76,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,326,2026-06-15 10:52:25,n28,2.323,-98.28,0.05,-17.64,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,327,2026-06-15 10:52:30,n28,3.535,-92.26,14.97,-16.47,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,328,2026-06-15 10:52:35,n28,3.277,-98.06,2.5,-15.57,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,329,2026-06-15 10:52:40,n28,2.95,-114.3,-3.31,-16.8,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,330,2026-06-15 10:52:45,n28,3.515,-89.86,7.34,-16.26,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,331,2026-06-15 10:52:50,n28,4.248,-74.89,26.94,-9.51,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,332,2026-06-15 10:52:55,n28,4.129,-90.64,17.34,-15.45,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,333,2026-06-15 10:53:00,n28,3.742,-90.37,14.17,-14.69,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,334,2026-06-15 10:53:05,n28,3.504,,8.82,-17.18,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,335,2026-06-15 10:53:10,n28,3.98,-89.66,18.11,-14.4,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,336,2026-06-15 10:53:15,n28,3.423,-92.67,6.39,-16.89,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,337,2026-06-15 10:53:20,n28,3.446,-85.13,11.11,-19.72,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,338,2026-06-15 10:53:25,n28,2.41,-107.62,3.26,-17.28,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,339,2026-06-15 10:53:30,n28,3.573,-96.47,10.02,-17.9,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1017,340,2026-06-15 10:53:35,n28,3.047,-111.07,-1.32,-19.45,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,341,2026-06-15 10:59:00,n28,4.312,-79.72,19.58,-13.72,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,342,2026-06-15 10:59:05,n28,4.151,-92.44,15.42,-17.21,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,343,2026-06-15 10:59:10,n28,3.747,-90.33,8.79,-15.06,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,344,2026-06-15 10:59:15,n28,3.334,-105.69,8.74,-17.38,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,345,2026-06-15 10:59:20,n28,4.054,-93.37,9.41,-17.59,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,346,2026-06-15 10:59:25,n28,2.876,-108.12,-0.58,-18.46,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,347,2026-06-15 10:59:30,n28,3.158,-105.67,3.74,-15.42,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,348,2026-06-15 10:59:35,n28,4.003,-96.48,14.15,-15.6,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,349,2026-06-15 10:59:40,n28,3.746,-98.09,6.04,-14.57,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,350,2026-06-15 10:59:45,n28,3.863,-84.42,14.87,-11.88,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,351,2026-06-15 10:59:50,n28,3.765,-103.15,10.78,-16.6,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,352,2026-06-15 10:59:55,n28,3.072,-105.66,4.84,-20.47,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,353,2026-06-15 11:00:00,n28,3.74,-92.35,14.84,-15.91,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,354,2026-06-15 11:00:05,n28,3.061,-111.89,0.43,-15.76,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,355,2026-06-15 11:00:10,n28,4.022,-88.23,16.87,-12.32,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,356,2026-06-15 11:00:15,n28,2.721,-116.57,3.01,-15.56,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,357,2026-06-15 11:00:20,n28,3.182,-92.71,10.66,-17.84,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,358,2026-06-15 11:00:25,n28,2.33,-109.4,0.83,-18.02,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,359,2026-06-15 11:00:30,n28,4.559,-92.02,17.55,-12.63,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1018,360,2026-06-15 11:00:35,n28,2.924,-107.93,5.63,-12.48,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,361,2026-06-15 11:06:00,n28,,-100.81,5.69,-16.81,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,362,2026-06-15 11:06:05,n28,3.914,-100.74,3.52,-17.4,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,363,2026-06-15 11:06:10,n28,,-106.25,4.8,-15.86,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,364,2026-06-15 11:06:15,n28,4.003,-91.97,13.72,-12.47,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,365,2026-06-15 11:06:20,n28,3.667,-110.65,4.81,-13.65,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,366,2026-06-15 11:06:25,n28,3.368,-109.6,6.58,-15.0,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,367,2026-06-15 11:06:30,n28,3.737,-95.71,9.76,-14.42,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,368,2026-06-15 11:06:35,n28,4.446,-85.83,13.23,-12.54,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,369,2026-06-15 11:06:40,n28,3.505,-99.11,9.45,-15.48,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,370,2026-06-15 11:06:45,n28,3.918,-91.88,15.67,-16.3,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,371,2026-06-15 11:06:50,n28,3.664,-96.06,8.32,-13.75,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,372,2026-06-15 11:06:55,n28,3.368,-95.53,9.76,-18.06,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,373,2026-06-15 11:07:00,n28,3.617,-94.59,5.72,-17.06,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,374,2026-06-15 11:07:05,n28,3.357,-93.72,11.69,-15.9,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,375,2026-06-15 11:07:10,n28,3.316,-95.65,8.71,-16.17,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,376,2026-06-15 11:07:15,n28,3.323,-102.98,7.63,-14.9,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,377,2026-06-15 11:07:20,n28,2.919,-100.54,6.01,-16.79,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,378,2026-06-15 11:07:25,n28,3.677,-101.01,3.45,-17.03,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,379,2026-06-15 11:07:30,n28,3.837,-96.64,8.71,-17.62,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1019,380,2026-06-15 11:07:35,n28,4.019,-112.86,3.64,-16.41,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,381,2026-06-15 11:13:00,n28,4.545,-82.03,19.98,-12.2,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,382,2026-06-15 11:13:05,n28,3.22,-97.66,-0.1,-18.6,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,383,2026-06-15 11:13:10,n28,3.194,-112.69,5.25,-15.18,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,384,2026-06-15 11:13:15,n28,3.128,-105.57,1.22,-18.18,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,385,2026-06-15 11:13:20,n28,2.391,-110.14,1.31,-17.43,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,386,2026-06-15 11:13:25,n28,3.6,-103.81,10.09,-17.7,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,387,2026-06-15 11:13:30,n28,4.493,-99.88,10.51,-16.25,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,388,2026-06-15 11:13:35,n28,4.518,-88.25,17.4,-16.9,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,389,2026-06-15 11:13:40,n28,3.961,-94.25,10.7,-15.22,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,390,2026-06-15 11:13:45,n28,3.32,-100.78,6.13,-16.5,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,391,2026-06-15 11:13:50,n28,4.162,-96.53,15.56,-12.81,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,392,2026-06-15 11:13:55,n28,4.1,-94.46,5.63,-17.45,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,393,2026-06-15 11:14:00,n28,4.0,-103.09,8.34,-14.45,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,394,2026-06-15 11:14:05,n28,3.493,-100.94,8.09,-12.73,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,395,2026-06-15 11:14:10,n28,3.385,-106.31,1.82,-21.72,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,396,2026-06-15 11:14:15,n28,3.527,-107.08,-1.13,-18.44,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,397,2026-06-15 11:14:20,n28,3.527,-110.16,5.97,-19.69,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,398,2026-06-15 11:14:25,n28,3.14,-104.05,-0.2,-15.66,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,399,2026-06-15 11:14:30,n28,3.705,-104.27,4.68,-16.61,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1020,400,2026-06-15 11:14:35,n28,4.406,-85.45,12.15,-13.03,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,401,2026-06-15 11:20:00,n28,3.982,-87.36,8.88,-17.99,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,402,2026-06-15 11:20:05,n28,4.062,-86.68,11.02,-16.22,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,403,2026-06-15 11:20:10,n28,3.682,-105.59,12.08,-14.94,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,404,2026-06-15 11:20:15,n28,3.206,-101.0,4.61,-16.5,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,405,2026-06-15 11:20:20,n28,2.9,-103.51,0.44,-18.37,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,406,2026-06-15 11:20:25,n28,3.615,-92.84,10.94,-13.5,SYNTHETIC
SYNTHETIC_5G_VOICE_2026,1021,407,2026-06-15 11:20:30,n28,3.528,-99.93,1.52,-16.61,SYNTHETIC
